Bin,classification
H1-18-all-fractions_metab_maxbC_65.Verrucomicrobia_60_17,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__;s__
H2-16-all-fractions_maxb_conc_24.Ktedonobacter_racemifer_50_14,d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__;s__
H2-16-all-fractions_metab_114.Bacteria_70_8,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__
H2-16-all-fractions_metab_12.Bacteria_57_7,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__OLB17;s__
H2-16-all-fractions_metab_121.Acidobacteria_65_12,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QHXQ01;s__
H2-16-all-fractions_metab_123.Actinobacteria_72_22,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__;g__;s__
H2-16-all-fractions_metab_126.Actinobacteria_69_30,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__Iso899;s__
H2-16-all-fractions_metab_138.Actinobacteria_69_25,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VAYN01;s__
H2-16-all-fractions_metab_56.Actinobacteria_73_59,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Frankiaceae;g__;s__
H2-16-all-fractions_metab_57.Sphingomonadales_64_21,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__
H2-16-all-fractions_metab_63.Actinobacteria_69_71,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Palsa-739;s__
H2-16-all-fractions_metab_75.Sphingomonadales_65_38,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__
H2-16-all-fractions_metab_conc_1.Acidobacteriales_58_9,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Sulfotelmatobacter;s__Sulfotelmatobacter sp003223595
H2-16-all-fractions_metab_conc_100.Burkholderia_graminis_63_15,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia graminis
H2-16-all-fractions_metab_conc_101.Burkholderiales_63_22,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__
H2-16-all-fractions_metab_conc_119.Actinobacteria_73_28,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__QHCA01;g__;s__
H2-16-all-fractions_metab_conc_131.Actinobacteria_71_27,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Angustibacteraceae;g__;s__
H2-16-all-fractions_metab_conc_137.Bacteria_60_16,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__;s__
H2-16-all-fractions_metab_conc_16.Bacteria_60_11,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__UBA7656;g__;s__
H2-16-all-fractions_metab_conc_17.Alphaproteobacteria_61_12,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__
H2-16-all-fractions_metab_conc_19.Actinobacteria_69_35,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__3-1-20CM-4-69-9;s__
H2-16-all-fractions_metab_conc_25.Burkholderiales_70_14,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhizobacter;s__
H2-16-all-fractions_metab_conc_33.Sphingomonadales_63_10,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_A;s__
H2-16-all-fractions_metab_conc_42.Caulobacterales_70_17,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__
H2-16-all-fractions_metab_conc_43.Acidobacteriales_58_14,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__QIAW01;g__;s__
H2-16-all-fractions_metab_conc_47.Alphaproteobacteria_65_18,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Rhodopila;s__
H2-16-all-fractions_metab_conc_5.Streptomyces_sviceus_71_22,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp001746295
H2-16-all-fractions_metab_conc_60.Proteobacteria_70_13,d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__;s__
H2-16-all-fractions_metab_conc_62.Propionibacteriales_70_25,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola;s__
H2-16-all-fractions_metab_conc_65.Actinobacteria_69_12,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__
H2-16-all-fractions_metab_conc_71.Burkholderiales_69_31,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Vitreoscilla_A;s__
H2-16-all-fractions_metab_conc_77.Actinobacteria_71_48,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__
H2-16-all-fractions_metab_conc_97.Actinobacteria_72_48,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__AC-37;s__
H2-18-all-fractions_metab_36.Geodermatophilales_73_36,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Geodermatophilaceae;g__Blastococcus;s__
H2-18-all-fractions_metab_49.Bacteria_55_6,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__Udaeobacter;s__Udaeobacter sp003217875
H2-18-all-fractions_metab_63.Massilia_66_19,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__
H2-18-all-fractions_metab_84.Actinobacteria_68_115,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__PALSA-600;s__
H2-18-all-fractions_metab_91.Actinobacteria_71_22,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Palsa-739;s__
H2-18-all-fractions_metab_conc_15.Gemmatimonadetes_61_16,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__UBA4720;s__
H2-18-all-fractions_metab_conc_22.Proteobacteria_61_13,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__
H2-18-all-fractions_metab_conc_39.Bacteria_66_9,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__;s__
H2-18-all-fractions_metab_conc_45.Bacteria_60_9,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__;s__
H2-18-all-fractions_metab_conc_56.Bacteria_56_17,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__
H2-18-all-fractions_metab_conc_57.Sphingobacteriales_44_10,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavisolibacter;s__
H2-18-all-fractions_metab_conc_62.Actinobacteria_69_13,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__
H2-18-all-fractions_metab_conc_82.Actinobacteria_69_16,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__VAXT01;s__
H2-18-all-fractions_metab_conc_98.Propionibacteriales_71_10,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola;s__
H2-18-all-fractions_metab_maxbC_80.Verrucomicrobia_59_11,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__;s__
H3-16-all-fractions_conc_123.Niastella_koreensis_45_0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Niastella;s__
H3-16-all-fractions_conc_3.Actinobacteria_70_0,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Actinoallomurus;s__
H3-16-all-fractions_conc_58.Chloroflexi_52_0,d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__;s__
H3-16-all-fractions_maxb_26.Sphingobacteriales_42_0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavisolibacter;s__
H3-16-all-fractions_metab_130.Bacteria_58_0,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__;s__
H3-16-all-fractions_metab_140.Gemmatimonadetes_61_0,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__UBA4720;s__
H3-16-all-fractions_metab_147.Actinobacteria_71_0,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Catenulisporaceae;g__Catenulispora;s__
H3-16-all-fractions_metab_148.Actinobacteria_72_0,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__AC-49;s__
H3-16-all-fractions_metab_155.Actinobacteria_71_0,d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__;g__;s__
H3-16-all-fractions_metab_25.Hyalangium_minutum_68_0,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Hyalangium;s__
H3-16-all-fractions_metab_43.Acidobacteria_54_0,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__
H3-16-all-fractions_metab_44.Cytophagales_44_0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cytophagaceae;g__;s__
H3-16-all-fractions_metab_47.Bacteria_61_0,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QHXQ01;s__
H3-16-all-fractions_metab_67.RIF_CHLX_70_0,d__Bacteria;p__Chloroflexota;c__Ellin6529;o__CSP1-4;f__CSP1-4;g__;s__
H3-16-all-fractions_metab_76.Alphaproteobacteria_69_0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Geminicoccales;f__Geminicoccaceae;g__;s__
H3-16-all-fractions_metab_conc_1.Bacteria_58_0,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__AV80;s__
H3-16-all-fractions_metab_conc_10.Gemmatimonadetes_68_0,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__
H3-16-all-fractions_metab_conc_100.Burkholderiales_71_0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CAIMXF01;s__
H3-16-all-fractions_metab_conc_11.Cystobacter_violaceus_70_0,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Archangium;s__
H3-16-all-fractions_metab_conc_113.RIFCSPLOWO2_12_FULL_Bacteroidetes_35_15_curated_45_0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__2-12-FULL-35-15;g__2-12-FULL-35-15;s__
H3-16-all-fractions_metab_conc_118.Mycobacterium_smegmatis_66_0,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__
H3-16-all-fractions_metab_conc_126.Actinobacteria_70_0,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__IMCC26256;f__PALSA-555;g__;s__
H3-16-all-fractions_metab_conc_13.Lysobacter_68_0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas_B;s__
H3-16-all-fractions_metab_conc_152.Gemmatimonadetes_60_0,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__UBA4720;s__
H3-16-all-fractions_metab_conc_29.Actinobacteria_71_0,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Palsa-504;s__
H3-16-all-fractions_metab_conc_30.Propionibacteriales_71_0,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola;s__
H3-16-all-fractions_metab_conc_31.Alphaproteobacteria_63_0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__
H3-16-all-fractions_metab_conc_32.Actinobacteria_69_0,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__PALSA-600;s__
H3-16-all-fractions_metab_conc_36.Acidobacteriales_61_0,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__KBS-83;s__
H3-16-all-fractions_metab_conc_38.Bacteria_65_0,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QHXN01;s__
H3-16-all-fractions_metab_conc_40.Bacteroidetes_44_0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__B-17BO;g__;s__
H3-16-all-fractions_metab_conc_46.Alphaproteobacteria_61_0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1301;f__UBA1301;g__UBA6038;s__
H3-16-all-fractions_metab_conc_6.RIF_CHLX_71_0,d__Bacteria;p__Chloroflexota;c__Ellin6529;o__CSP1-4;f__CSP1-4;g__SPCO01;s__
H3-16-all-fractions_metab_conc_60.Gemmatimonadetes_63_0,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__AG2;s__
H3-16-all-fractions_metab_conc_77.Bacteria_60_0,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__;s__
H3-16-all-fractions_metab_conc_78.Burkholderia_graminis_63_0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia graminis
H3-16-all-fractions_metab_conc_83.Actinobacteria_70_0,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__
H3-16-all-fractions_metab_conc_87.Propionibacteriales_68_0,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Aeromicrobium;s__
H3-16-all-fractions_metab_conc_90.Bacteria_60_0,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__UBA7656;g__;s__
H3-16-all-fractions_metab_conc_98.Alphaproteobacteria_63_0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__AP-15;s__
H3-16-all-fractions_metab_maxb_73.Sphingobacteriales_41_0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavisolibacter;s__
H3-16-all-fractions_metab_maxbC_112.Burkholderiales_62_0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__
H3-16-all-fractions_metab_maxbC_136.Myxococcales_66_0,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__;s__
H3-16-all-fractions_metab_maxbC_4.Bacteria_48_0,d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__UBA4096;s__
H3-18-all-fractions_conc_15.Actinobacteria_69_13,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__
H3-18-all-fractions_metab_8.Gemmatimonadetes_73_36,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__
H3-18-all-fractions_metab_conc_100.Actinobacteria_71_31,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__
H3-18-all-fractions_metab_conc_14.Acidobacteria_55_25,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Gp1-AA117;g__Gp1-AA17;s__
H3-18-all-fractions_metab_conc_20.Propionibacteriales_70_14,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola;s__
H3-18-all-fractions_metab_conc_21.Bacteria_57_12,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__;s__
H3-18-all-fractions_metab_conc_25.Acidobacteria_57_11,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Sulfotelmatobacter;s__Sulfotelmatobacter sp003223595
H3-18-all-fractions_metab_conc_30.Actinobacteria_69_22,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__AC-21;s__
H3-18-all-fractions_metab_conc_37.Alphaproteobacteria_64_16,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Rhodopila;s__
H3-18-all-fractions_metab_conc_4.Bradyrhizobium_62_18,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__
H3-18-all-fractions_metab_conc_49.Actinobacteria_70_18,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__PALSA-600;s__
H3-18-all-fractions_metab_conc_55.Sphingomonadales_70_13,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Allosphingosinicella;s__
H3-18-all-fractions_metab_conc_57.Acidobacteria_56_18,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Gp1-AA112;g__;s__
H3-18-all-fractions_metab_conc_6.Bacteria_64_56,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QHXN01;s__
H3-18-all-fractions_metab_conc_69.Acidobacteria_55_11,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__
H3-18-all-fractions_metab_conc_70.Bacteria_59_10,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__;s__
H3-18-all-fractions_metab_conc_75.Burkholderiales_69_10,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ramlibacter;s__
H3-18-all-fractions_metab_conc_87.Bacteria_55_12,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__AV55;s__AV55 sp003219945
H3-18-all-fractions_metab_maxbC_50.Actinobacteria_69_9,d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__;g__;s__
H3-18-all-fractions_metab_maxbC_83.Verrucomicrobia_60_12,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__;s__
12C16O_24h_100_unf_Bacillales_marker_41_19,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales
12C16O_24h_100_unf_Bacillus_megabin_40_7,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__
12C16O_48h_100_unf_Bacillus_40_8,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__